INDEXID;DATE;SECID;WAPRICE;WEIGHT
MICEXINDEXCF;2008-09-25;URSI;0.48;0.0022
MICEXINDEXCF;2008-09-25;VTBR;0.0535;0.0288
MICEXINDEXCF;2008-09-25;VTEL;44.18;0.0013
MICEXINDEXCF;2008-09-26;AFLT;66.75;0.0066
MICEXINDEXCF;2008-09-26;AVAZ;14.146;0.0008
MICEXINDEXCF;2008-09-26;CHMF;324.13;0.0239
MICEXINDEXCF;2008-09-26;GAZP;206.26;0.1605
MICEXINDEXCF;2008-09-26;GMKN;3700;0.0832
MICEXINDEXCF;2008-09-26;HYDR;0.803;0.0072
MICEXINDEXCF;2008-09-26;LKOH;1556.49;0.1584
MICEXINDEXCF;2008-09-26;MAGN;16.271;0.0074
MICEXINDEXCF;2008-09-26;MMBM;853.17;0.009
MICEXINDEXCF;2008-09-26;MSNG;1.4;0.0032
MICEXINDEXCF;2008-09-26;MTSI;229.06;0.0204
MICEXINDEXCF;2008-09-26;NLMK;56.27;0.011
MICEXINDEXCF;2008-09-26;NOTK;132.01;0.0652
MICEXINDEXCF;2008-09-26;OGKC;0.792;0.0012
MICEXINDEXCF;2008-09-26;OGKE;1.715;0.0049
MICEXINDEXCF;2008-09-26;PLZL;677.19;0.0189
MICEXINDEXCF;2008-09-26;PMTL;142;0.0046
MICEXINDEXCF;2008-09-26;RBCI;124.72;0.0036
MICEXINDEXCF;2008-09-26;ROSN;190.01;0.0813
MICEXINDEXCF;2008-09-26;RTKM;193.49;0.0258
MICEXINDEXCF;2008-09-26;SBER;43.72;0.1331
MICEXINDEXCF;2008-09-26;SBERP;24.98;0.0083
MICEXINDEXCF;2008-09-26;SIBN;119.85;0.0162
MICEXINDEXCF;2008-09-26;SNGS;13.868;0.0524
MICEXINDEXCF;2008-09-26;SNGSP;7.2;0.012
MICEXINDEXCF;2008-09-26;TATN;104.53;0.0399
MICEXINDEXCF;2008-09-26;TRNFP;16989;0.0083
MICEXINDEXCF;2008-09-26;URSI;0.48;0.0022
MICEXINDEXCF;2008-09-26;VTBR;0.053;0.029
MICEXINDEXCF;2008-09-26;VTEL;43.61;0.0013
MICEXINDEXCF;2008-09-29;AFLT;63.1;0.0066
MICEXINDEXCF;2008-09-29;AVAZ;12.582;0.0008
MICEXINDEXCF;2008-09-29;CHMF;285.75;0.0223
MICEXINDEXCF;2008-09-29;GAZP;193;0.159
MICEXINDEXCF;2008-09-29;GMKN;3499.72;0.0833
MICEXINDEXCF;2008-09-29;HYDR;0.758;0.0072
MICEXINDEXCF;2008-09-29;LKOH;1499.57;0.1615
MICEXINDEXCF;2008-09-29;MAGN;15.337;0.0074
MICEXINDEXCF;2008-09-29;MMBM;783.81;0.0088
MICEXINDEXCF;2008-09-29;MSNG;1.402;0.0034
MICEXINDEXCF;2008-09-29;MTSI;221.01;0.0209
MICEXINDEXCF;2008-09-29;NLMK;51.07;0.0105
MICEXINDEXCF;2008-09-29;NOTK;120;0.0628
MICEXINDEXCF;2008-09-29;OGKC;0.776;0.0013
MICEXINDEXCF;2008-09-29;OGKE;1.641;0.005
MICEXINDEXCF;2008-09-29;PLZL;823;0.0243
MICEXINDEXCF;2008-09-29;PMTL;124.48;0.0042
MICEXINDEXCF;2008-09-29;RBCI;123.31;0.0037
MICEXINDEXCF;2008-09-29;ROSN;176.59;0.08
MICEXINDEXCF;2008-09-29;RTKM;182.21;0.0257
MICEXINDEXCF;2008-09-29;SBER;40.2;0.1295
MICEXINDEXCF;2008-09-29;SBERP;23.71;0.0083
MICEXINDEXCF;2008-09-29;SIBN;117.46;0.0168
MICEXINDEXCF;2008-09-29;SNGS;13.4;0.0536
MICEXINDEXCF;2008-09-29;SNGSP;6.968;0.0123
MICEXINDEXCF;2008-09-29;TATN;98.38;0.0397
MICEXINDEXCF;2008-09-29;TRNFP;17254.18;0.0089
MICEXINDEXCF;2008-09-29;URSI;0.455;0.0022
MICEXINDEXCF;2008-09-29;VTBR;0.0495;0.0287
MICEXINDEXCF;2008-09-29;VTEL;42.29;0.0013
MICEXINDEXCF;2008-09-30;AFLT;62.03;0.0065
MICEXINDEXCF;2008-09-30;AVAZ;11.887;0.0007
MICEXINDEXCF;2008-09-30;CHMF;271.99;0.0211
MICEXINDEXCF;2008-09-30;GAZP;198;0.1618
MICEXINDEXCF;2008-09-30;GMKN;3482.51;0.0823
MICEXINDEXCF;2008-09-30;HYDR;0.897;0.0084
MICEXINDEXCF;2008-09-30;LKOH;1513.38;0.1617
MICEXINDEXCF;2008-09-30;MAGN;14.4;0.0069
MICEXINDEXCF;2008-09-30;MMBM;791.43;0.0088
MICEXINDEXCF;2008-09-30;MSNG;1.581;0.0038
MICEXINDEXCF;2008-09-30;MTSI;223.13;0.0209
MICEXINDEXCF;2008-09-30;NLMK;51.36;0.0105
MICEXINDEXCF;2008-09-30;NOTK;116.69;0.0606
MICEXINDEXCF;2008-09-30;OGKC;0.83;0.0013
MICEXINDEXCF;2008-09-30;OGKE;1.639;0.005
MICEXINDEXCF;2008-09-30;PLZL;775.46;0.0227
MICEXINDEXCF;2008-09-30;PMTL;124.65;0.0042
MICEXINDEXCF;2008-09-30;RBCI;119.67;0.0036
MICEXINDEXCF;2008-09-30;ROSN;171.27;0.077
MICEXINDEXCF;2008-09-30;RTKM;183.96;0.0258
MICEXINDEXCF;2008-09-30;SBER;43.67;0.1396
MICEXINDEXCF;2008-09-30;SBERP;24.77;0.0087
MICEXINDEXCF;2008-09-30;SIBN;109.8;0.0156
MICEXINDEXCF;2008-09-30;SNGS;13.411;0.0532
MICEXINDEXCF;2008-09-30;SNGSP;6.996;0.0122
MICEXINDEXCF;2008-09-30;TATN;90.37;0.0362
MICEXINDEXCF;2008-09-30;TRNFP;16798.47;0.0086
MICEXINDEXCF;2008-09-30;URSI;0.465;0.0022
MICEXINDEXCF;2008-09-30;VTBR;0.0505;0.029
MICEXINDEXCF;2008-09-30;VTEL;38.31;0.0012
MICEXINDEXCF;2008-10-01;AFLT;63.57;0.0067
MICEXINDEXCF;2008-10-01;AVAZ;12.18;0.0008
MICEXINDEXCF;2008-10-01;CHMF;272.27;0.0213
MICEXINDEXCF;2008-10-01;GAZP;198;0.1635
MICEXINDEXCF;2008-10-01;GMKN;3544.19;0.0846
MICEXINDEXCF;2008-10-01;HYDR;0.834;0.0079
MICEXINDEXCF;2008-10-01;LKOH;1500.52;0.162
MICEXINDEXCF;2008-10-01;MAGN;14.693;0.0071
MICEXINDEXCF;2008-10-01;MMBM;794.17;0.0089
MICEXINDEXCF;2008-10-01;MSNG;1.494;0.0036
MICEXINDEXCF;2008-10-01;MTSI;234.5;0.0222
MICEXINDEXCF;2008-10-01;NLMK;50.28;0.0104
MICEXINDEXCF;2008-10-01;NOTK;113.72;0.0596
MICEXINDEXCF;2008-10-01;OGKC;0.864;0.0014
MICEXINDEXCF;2008-10-01;OGKE;1.712;0.0052
MICEXINDEXCF;2008-10-01;PLZL;675.01;0.02
MICEXINDEXCF;2008-10-01;PMTL;120.15;0.0041
MICEXINDEXCF;2008-10-01;RBCI;120.2;0.0036
MICEXINDEXCF;2008-10-01;ROSN;166.04;0.0754
MICEXINDEXCF;2008-10-01;RTKM;188.06;0.0266
MICEXINDEXCF;2008-10-01;SBER;42.07;0.1359
MICEXINDEXCF;2008-10-01;SBERP;23.78;0.0084
MICEXINDEXCF;2008-10-01;SIBN;109;0.0156
MICEXINDEXCF;2008-10-01;SNGS;13.879;0.0557
MICEXINDEXCF;2008-10-01;SNGSP;6.989;0.0123
MICEXINDEXCF;2008-10-01;TATN;88.5;0.0358
MICEXINDEXCF;2008-10-01;TRNFP;16700.91;0.0086
MICEXINDEXCF;2008-10-01;URSI;0.471;0.0023
MICEXINDEXCF;2008-10-01;VTBR;0.0503;0.0292
MICEXINDEXCF;2008-10-01;VTEL;39.05;0.0012
MICEXINDEXCF;2008-10-02;AFLT;63.34;0.007
MICEXINDEXCF;2008-10-02;AVAZ;11.641;0.0008
MICEXINDEXCF;2008-10-02;CHMF;251.08;0.0205
MICEXINDEXCF;2008-10-02;GAZP;191;0.1643
MICEXINDEXCF;2008-10-02;GMKN;3295.12;0.082
MICEXINDEXCF;2008-10-02;HYDR;0.88;0.0087
MICEXINDEXCF;2008-10-02;LKOH;1454.3;0.1636
MICEXINDEXCF;2008-10-02;MAGN;13.75;0.0069
MICEXINDEXCF;2008-10-02;MMBM;790.89;0.0093
MICEXINDEXCF;2008-10-02;MSNG;1.499;0.0038
MICEXINDEXCF;2008-10-02;MTSI;224.93;0.0222
MICEXINDEXCF;2008-10-02;NLMK;47.78;0.0103
MICEXINDEXCF;2008-10-02;NOTK;106.47;0.0582
MICEXINDEXCF;2008-10-02;OGKC;0.902;0.0015
MICEXINDEXCF;2008-10-02;OGKE;1.669;0.0053
MICEXINDEXCF;2008-10-02;PLZL;570.54;0.0176
MICEXINDEXCF;2008-10-02;PMTL;112.6;0.004
MICEXINDEXCF;2008-10-02;RBCI;119.46;0.0038
MICEXINDEXCF;2008-10-02;ROSN;153.28;0.0725
MICEXINDEXCF;2008-10-02;RTKM;204.29;0.0301
MICEXINDEXCF;2008-10-02;SBER;41.48;0.1396
MICEXINDEXCF;2008-10-02;SBERP;22.3;0.0082
MICEXINDEXCF;2008-10-02;SIBN;102.97;0.0154
MICEXINDEXCF;2008-10-02;SNGS;13.447;0.0562
MICEXINDEXCF;2008-10-02;SNGSP;6.845;0.0126
MICEXINDEXCF;2008-10-02;TATN;83.03;0.035
MICEXINDEXCF;2008-10-02;TRNFP;15500.01;0.0083
MICEXINDEXCF;2008-10-02;URSI;0.451;0.0023
MICEXINDEXCF;2008-10-02;VTBR;0.0478;0.0289
MICEXINDEXCF;2008-10-02;VTEL;37.36;0.0012
MICEXINDEXCF;2008-10-03;AFLT;61.99;0.0072
MICEXINDEXCF;2008-10-03;AVAZ;11.971;0.0008
MICEXINDEXCF;2008-10-03;CHMF;237.42;0.0205
MICEXINDEXCF;2008-10-03;GAZP;180.01;0.1635
MICEXINDEXCF;2008-10-03;GMKN;2699.98;0.0709
MICEXINDEXCF;2008-10-03;HYDR;0.811;0.0084
MICEXINDEXCF;2008-10-03;LKOH;1371.45;0.1629
MICEXINDEXCF;2008-10-03;MAGN;12.514;0.0066
MICEXINDEXCF;2008-10-03;MMBM;767.52;0.0095
MICEXINDEXCF;2008-10-03;MSNG;1.46;0.0039
MICEXINDEXCF;2008-10-03;MTSI;214.38;0.0223
MICEXINDEXCF;2008-10-03;NLMK;48.2;0.011
MICEXINDEXCF;2008-10-03;NOTK;100.38;0.0579
MICEXINDEXCF;2008-10-03;OGKC;0.864;0.0016
MICEXINDEXCF;2008-10-03;OGKE;1.738;0.0058
MICEXINDEXCF;2008-10-03;PLZL;556.81;0.0181
MICEXINDEXCF;2008-10-03;PMTL;111.95;0.0042
MICEXINDEXCF;2008-10-03;RBCI;119.58;0.004
MICEXINDEXCF;2008-10-03;ROSN;143.21;0.0715
MICEXINDEXCF;2008-10-03;RTKM;189.97;0.0296
MICEXINDEXCF;2008-10-03;SBER;42.09;0.1496
MICEXINDEXCF;2008-10-03;SBERP;21.61;0.0084
MICEXINDEXCF;2008-10-03;SIBN;97.93;0.0154
MICEXINDEXCF;2008-10-03;SNGS;13.088;0.0577
MICEXINDEXCF;2008-10-03;SNGSP;6.701;0.013
MICEXINDEXCF;2008-10-03;TATN;77.5;0.0345
MICEXINDEXCF;2008-10-03;TRNFP;14967.86;0.0085
MICEXINDEXCF;2008-10-03;URSI;0.411;0.0022
MICEXINDEXCF;2008-10-03;VTBR;0.0457;0.0292
MICEXINDEXCF;2008-10-03;VTEL;34.74;0.0012
MICEXINDEXCF;2008-10-06;AFLT;62.75;0.009
MICEXINDEXCF;2008-10-06;AVAZ;10.275;0.0009
MICEXINDEXCF;2008-10-06;CHMF;182.11;0.0193
MICEXINDEXCF;2008-10-06;GAZP;143.68;0.1605
MICEXINDEXCF;2008-10-06;GMKN;1877.11;0.0606
MICEXINDEXCF;2008-10-06;HYDR;0.678;0.0087
MICEXINDEXCF;2008-10-06;LKOH;1100;0.1607
MICEXINDEXCF;2008-10-06;MAGN;10.385;0.0068
MICEXINDEXCF;2008-10-06;MMBM;700.52;0.0106
MICEXINDEXCF;2008-10-06;MSNG;1.246;0.004
MICEXINDEXCF;2008-10-06;MTSI;176.87;0.0226
MICEXINDEXCF;2008-10-06;NLMK;38.01;0.0106
MICEXINDEXCF;2008-10-06;NOTK;91.31;0.0648
MICEXINDEXCF;2008-10-06;OGKC;0.701;0.0016
MICEXINDEXCF;2008-10-06;OGKE;1.427;0.0059
MICEXINDEXCF;2008-10-06;PLZL;530;0.0212
MICEXINDEXCF;2008-10-06;PMTL;99;0.0046
MICEXINDEXCF;2008-10-06;RBCI;100.46;0.0041
MICEXINDEXCF;2008-10-06;ROSN;109;0.0669
MICEXINDEXCF;2008-10-06;RTKM;175.02;0.0335
MICEXINDEXCF;2008-10-06;SBER;35.4;0.1546
MICEXINDEXCF;2008-10-06;SBERP;16.5;0.0079
MICEXINDEXCF;2008-10-06;SIBN;78.04;0.0151
MICEXINDEXCF;2008-10-06;SNGS;10.489;0.0569
MICEXINDEXCF;2008-10-06;SNGSP;5.713;0.0136
MICEXINDEXCF;2008-10-06;TATN;65.35;0.0358
MICEXINDEXCF;2008-10-06;TRNFP;12758.04;0.0089
MICEXINDEXCF;2008-10-06;URSI;0.312;0.0021
MICEXINDEXCF;2008-10-06;VTBR;0.0345;0.0271
MICEXINDEXCF;2008-10-06;VTEL;27.79;0.0012
MICEXINDEXCF;2008-10-07;AFLT;64.5;0.0093
MICEXINDEXCF;2008-10-07;AVAZ;9.986;0.0009
MICEXINDEXCF;2008-10-07;CHMF;166.43;0.0178
MICEXINDEXCF;2008-10-07;GAZP;139.51;0.1573
MICEXINDEXCF;2008-10-07;GMKN;1744.34;0.0569
MICEXINDEXCF;2008-10-07;HYDR;0.636;0.0082
MICEXINDEXCF;2008-10-07;LKOH;1105.13;0.163
MICEXINDEXCF;2008-10-07;MAGN;9.6;0.0063
MICEXINDEXCF;2008-10-07;MMBM;696.34;0.0107
MICEXINDEXCF;2008-10-07;MSNG;1.241;0.0041
MICEXINDEXCF;2008-10-07;MTSI;180;0.0233
MICEXINDEXCF;2008-10-07;NLMK;36.01;0.0102
MICEXINDEXCF;2008-10-07;NOTK;94.21;0.0675
MICEXINDEXCF;2008-10-07;OGKC;0.737;0.0017
MICEXINDEXCF;2008-10-07;OGKE;1.449;0.006
MICEXINDEXCF;2008-10-07;PLZL;473.81;0.0192
MICEXINDEXCF;2008-10-07;PMTL;83.03;0.0039
MICEXINDEXCF;2008-10-07;RBCI;104.53;0.0043
MICEXINDEXCF;2008-10-07;ROSN;106.96;0.0663
MICEXINDEXCF;2008-10-07;RTKM;175.24;0.0339
MICEXINDEXCF;2008-10-07;SBER;36.41;0.1606
MICEXINDEXCF;2008-10-07;SBERP;16.63;0.008
MICEXINDEXCF;2008-10-07;SIBN;73.38;0.0144
MICEXINDEXCF;2008-10-07;SNGS;10.325;0.0565
MICEXINDEXCF;2008-10-07;SNGSP;6.128;0.0147
MICEXINDEXCF;2008-10-07;TATN;63.67;0.0352
MICEXINDEXCF;2008-10-07;TRNFP;11998.53;0.0085
MICEXINDEXCF;2008-10-07;URSI;0.278;0.0019
MICEXINDEXCF;2008-10-07;VTBR;0.036;0.0285
MICEXINDEXCF;2008-10-07;VTEL;25.91;0.0011
MICEXINDEXCF;2008-10-08;AFLT;62.82;0.0106
MICEXINDEXCF;2008-10-08;AVAZ;8.816;0.0009
MICEXINDEXCF;2008-10-08;CHMF;143.47;0.0179
MICEXINDEXCF;2008-10-08;GAZP;116.11;0.1529
MICEXINDEXCF;2008-10-08;GMKN;1522.42;0.0579
MICEXINDEXCF;2008-10-08;HYDR;0.55;0.0083
MICEXINDEXCF;2008-10-08;LKOH;939.34;0.1617
MICEXINDEXCF;2008-10-08;MAGN;8.37;0.0064
MICEXINDEXCF;2008-10-08;MMBM;666.59;0.0119
MICEXINDEXCF;2008-10-08;MSNG;1.1;0.0042
MICEXINDEXCF;2008-10-08;MTSI;152.91;0.0231
MICEXINDEXCF;2008-10-08;NLMK;31.19;0.0103
MICEXINDEXCF;2008-10-08;NOTK;80;0.0669
MICEXINDEXCF;2008-10-08;OGKC;0.673;0.0018
MICEXINDEXCF;2008-10-08;OGKE;1.26;0.0061
MICEXINDEXCF;2008-10-08;PLZL;426.05;0.0201
MICEXINDEXCF;2008-10-08;PMTL;77.88;0.0042
MICEXINDEXCF;2008-10-08;RBCI;86.76;0.0042
MICEXINDEXCF;2008-10-08;ROSN;91.29;0.0661
MICEXINDEXCF;2008-10-08;RTKM;173.09;0.0391
MICEXINDEXCF;2008-10-08;SBER;30;0.1545
MICEXINDEXCF;2008-10-08;SBERP;14.03;0.0079
MICEXINDEXCF;2008-10-08;SIBN;60.68;0.0139
MICEXINDEXCF;2008-10-08;SNGS;8.701;0.0556
MICEXINDEXCF;2008-10-08;SNGSP;5.6;0.0157
MICEXINDEXCF;2008-10-08;TATN;57.93;0.0374
MICEXINDEXCF;2008-10-08;TRNFP;9810.66;0.0081
MICEXINDEXCF;2008-10-08;URSI;0.278;0.0022
MICEXINDEXCF;2008-10-08;VTBR;0.0313;0.029
MICEXINDEXCF;2008-10-08;VTEL;21.75;0.0011
MICEXINDEXCF;2008-10-09;AFLT;62.94;0.0096
MICEXINDEXCF;2008-10-09;AVAZ;8.514;0.0008
MICEXINDEXCF;2008-10-09;CHMF;152.5;0.0173
MICEXINDEXCF;2008-10-09;GAZP;128.52;0.1541
MICEXINDEXCF;2008-10-09;GMKN;1578.93;0.0547
MICEXINDEXCF;2008-10-09;HYDR;0.53;0.0073
MICEXINDEXCF;2008-10-09;LKOH;1133.65;0.1778
MICEXINDEXCF;2008-10-09;MAGN;8.1;0.0057
MICEXINDEXCF;2008-10-09;MMBM;695.84;0.0113
MICEXINDEXCF;2008-10-09;MSNG;1.1;0.0038
MICEXINDEXCF;2008-10-09;MTSI;155.92;0.0214
MICEXINDEXCF;2008-10-09;NLMK;31.56;0.0095
MICEXINDEXCF;2008-10-09;NOTK;90.66;0.069
MICEXINDEXCF;2008-10-09;OGKC;0.701;0.0017
MICEXINDEXCF;2008-10-09;OGKE;1.451;0.0064
MICEXINDEXCF;2008-10-09;PLZL;467.94;0.0201
MICEXINDEXCF;2008-10-09;PMTL;89.3;0.0044
MICEXINDEXCF;2008-10-09;RBCI;90.03;0.004
MICEXINDEXCF;2008-10-09;ROSN;103.56;0.0683
MICEXINDEXCF;2008-10-09;RTKM;171.91;0.0353
MICEXINDEXCF;2008-10-09;SBER;31.55;0.148
MICEXINDEXCF;2008-10-09;SBERP;13.96;0.0072
MICEXINDEXCF;2008-10-09;SIBN;64.54;0.0134
MICEXINDEXCF;2008-10-09;SNGS;10.411;0.0606
MICEXINDEXCF;2008-10-09;SNGSP;6.196;0.0159
MICEXINDEXCF;2008-10-09;TATN;57.17;0.0336
MICEXINDEXCF;2008-10-09;TRNFP;10675.1;0.008
MICEXINDEXCF;2008-10-09;URSI;0.274;0.0019
MICEXINDEXCF;2008-10-09;VTBR;0.0328;0.0277
MICEXINDEXCF;2008-10-09;VTEL;22.27;0.001
MICEXINDEXCF;2008-10-10;AFLT;62.94;0.0096
MICEXINDEXCF;2008-10-10;AVAZ;8.514;0.0008
MICEXINDEXCF;2008-10-10;CHMF;152.5;0.0173
MICEXINDEXCF;2008-10-10;GAZP;128.52;0.1541
MICEXINDEXCF;2008-10-10;GMKN;1578.93;0.0547
MICEXINDEXCF;2008-10-10;HYDR;0.53;0.0073
MICEXINDEXCF;2008-10-10;LKOH;1133.65;0.1778
MICEXINDEXCF;2008-10-10;MAGN;8.1;0.0057
MICEXINDEXCF;2008-10-10;MMBM;695.84;0.0113
MICEXINDEXCF;2008-10-10;MSNG;1.1;0.0038
MICEXINDEXCF;2008-10-10;MTSI;155.92;0.0214
MICEXINDEXCF;2008-10-10;NLMK;31.56;0.0095
MICEXINDEXCF;2008-10-10;NOTK;90.66;0.069
MICEXINDEXCF;2008-10-10;OGKC;0.701;0.0017
MICEXINDEXCF;2008-10-10;OGKE;1.451;0.0064
MICEXINDEXCF;2008-10-10;PLZL;467.94;0.0201
MICEXINDEXCF;2008-10-10;PMTL;89.3;0.0044
MICEXINDEXCF;2008-10-10;RBCI;90.03;0.004
MICEXINDEXCF;2008-10-10;ROSN;103.56;0.0683
MICEXINDEXCF;2008-10-10;RTKM;171.91;0.0353
MICEXINDEXCF;2008-10-10;SBER;31.55;0.148
MICEXINDEXCF;2008-10-10;SBERP;13.96;0.0072
MICEXINDEXCF;2008-10-10;SIBN;64.54;0.0134
MICEXINDEXCF;2008-10-10;SNGS;10.411;0.0606
MICEXINDEXCF;2008-10-10;SNGSP;6.196;0.0159
MICEXINDEXCF;2008-10-10;TATN;57.17;0.0336
MICEXINDEXCF;2008-10-10;TRNFP;10675.1;0.008
MICEXINDEXCF;2008-10-10;URSI;0.274;0.0019
MICEXINDEXCF;2008-10-10;VTBR;0.0328;0.0277
MICEXINDEXCF;2008-10-10;VTEL;22.27;0.001
MICEXINDEXCF;2008-10-13;AFLT;63.07;0.0102
MICEXINDEXCF;2008-10-13;AVAZ;8.163;0.0008
MICEXINDEXCF;2008-10-13;CHMF;129.71;0.0155
MICEXINDEXCF;2008-10-13;GAZP;117.14;0.1476
MICEXINDEXCF;2008-10-13;GMKN;1596.64;0.0582
MICEXINDEXCF;2008-10-13;HYDR;0.51;0.0074
MICEXINDEXCF;2008-10-13;LKOH;1011.63;0.1667
MICEXINDEXCF;2008-10-13;MAGN;7.254;0.0053
MICEXINDEXCF;2008-10-13;MMBM;676.92;0.0116
MICEXINDEXCF;2008-10-13;MSNG;1.077;0.0039
MICEXINDEXCF;2008-10-13;MTSI;158.93;0.023
MICEXINDEXCF;2008-10-13;NLMK;31.5;0.01
MICEXINDEXCF;2008-10-13;NOTK;78.96;0.0632
MICEXINDEXCF;2008-10-13;OGKC;0.713;0.0018
MICEXINDEXCF;2008-10-13;OGKE;1.429;0.0067
MICEXINDEXCF;2008-10-13;PLZL;510.68;0.0231
MICEXINDEXCF;2008-10-13;PMTL;80;0.0042
MICEXINDEXCF;2008-10-13;RBCI;74.86;0.0035
MICEXINDEXCF;2008-10-13;ROSN;94.52;0.0655
MICEXINDEXCF;2008-10-13;RTKM;177.26;0.0383
MICEXINDEXCF;2008-10-13;SBER;28.6;0.141
MICEXINDEXCF;2008-10-13;SBERP;13.25;0.0071
MICEXINDEXCF;2008-10-13;SIBN;57.73;0.0126
MICEXINDEXCF;2008-10-13;SNGS;13.75;0.0842
MICEXINDEXCF;2008-10-13;SNGSP;6.311;0.017
MICEXINDEXCF;2008-10-13;TATN;52.04;0.0321
MICEXINDEXCF;2008-10-13;TRNFP;10480.42;0.0083
MICEXINDEXCF;2008-10-13;URSI;0.254;0.0019
MICEXINDEXCF;2008-10-13;VTBR;0.0321;0.0284
MICEXINDEXCF;2008-10-13;VTEL;21.93;0.0011
MICEXINDEXCF;2008-10-14;AFLT;63.06;0.009
MICEXINDEXCF;2008-10-14;AVAZ;8.764;0.0007
MICEXINDEXCF;2008-10-14;CHMF;154.5;0.0163
MICEXINDEXCF;2008-10-14;GAZP;132.99;0.1479
MICEXINDEXCF;2008-10-14;GMKN;1946.62;0.0626
MICEXINDEXCF;2008-10-14;HYDR;0.549;0.007
MICEXINDEXCF;2008-10-14;LKOH;1169.72;0.1701
MICEXINDEXCF;2008-10-14;MAGN;7.994;0.0052
MICEXINDEXCF;2008-10-14;MMBM;771.03;0.0117
MICEXINDEXCF;2008-10-14;MSNG;1.11;0.0036
MICEXINDEXCF;2008-10-14;MTSI;172.99;0.0221
MICEXINDEXCF;2008-10-14;NLMK;34.78;0.0097
MICEXINDEXCF;2008-10-14;NOTK;89.08;0.0629
MICEXINDEXCF;2008-10-14;OGKC;0.682;0.0015
MICEXINDEXCF;2008-10-14;OGKE;1.534;0.0063
MICEXINDEXCF;2008-10-14;PLZL;526.88;0.021
MICEXINDEXCF;2008-10-14;PMTL;81.7;0.0037
MICEXINDEXCF;2008-10-14;RBCI;67.69;0.0028
MICEXINDEXCF;2008-10-14;ROSN;109.7;0.0671
MICEXINDEXCF;2008-10-14;RTKM;198.51;0.0378
MICEXINDEXCF;2008-10-14;SBER;34.01;0.1479
MICEXINDEXCF;2008-10-14;SBERP;15.35;0.0073
MICEXINDEXCF;2008-10-14;SIBN;57.99;0.0112
MICEXINDEXCF;2008-10-14;SNGS;14.701;0.0794
MICEXINDEXCF;2008-10-14;SNGSP;6.66;0.0158
MICEXINDEXCF;2008-10-14;TATN;53.03;0.0289
MICEXINDEXCF;2008-10-14;TRNFP;11362.55;0.0079
MICEXINDEXCF;2008-10-14;URSI;0.279;0.0018
MICEXINDEXCF;2008-10-14;VTBR;0.0381;0.0298
MICEXINDEXCF;2008-10-14;VTEL;23.49;0.001
MICEXINDEXCF;2008-10-15;AFLT;63.11;0.0099
MICEXINDEXCF;2008-10-15;CHMF;131.82;0.0077
MICEXINDEXCF;2008-10-15;GAZP;121.99;0.1393
MICEXINDEXCF;2008-10-15;GMKN;1929.93;0.0449
MICEXINDEXCF;2008-10-15;HYDR;0.446;0.0111
MICEXINDEXCF;2008-10-15;LKOH;1029.79;0.1548
MICEXINDEXCF;2008-10-15;MAGN;7.429;0.0064
MICEXINDEXCF;2008-10-15;MSNG;1.051;0.0027
MICEXINDEXCF;2008-10-15;MTSI;148.88;0.0286
MICEXINDEXCF;2008-10-15;NLMK;32.05;0.0185
MICEXINDEXCF;2008-10-15;NOTK;88.05;0.067
MICEXINDEXCF;2008-10-15;OGKC;0.65;0.0016
MICEXINDEXCF;2008-10-15;OGKE;1.456;0.005
MICEXINDEXCF;2008-10-15;PLZL;514.68;0.0227
MICEXINDEXCF;2008-10-15;PMTL;78.02;0.0051
MICEXINDEXCF;2008-10-15;RASP;57.5;0.0058
MICEXINDEXCF;2008-10-15;RBCI;56.73;0.0028
MICEXINDEXCF;2008-10-15;ROSN;102.5;0.0944
MICEXINDEXCF;2008-10-15;RTKM;190.38;0.0152
MICEXINDEXCF;2008-10-15;SBER;29.27;0.1447
MICEXINDEXCF;2008-10-15;SBERP;13.5;0.0073
MICEXINDEXCF;2008-10-15;SIBN;52.19;0.0111
MICEXINDEXCF;2008-10-15;SNGS;13.581;0.0499
MICEXINDEXCF;2008-10-15;SNGSP;6.198;0.0163
MICEXINDEXCF;2008-10-15;TATN;47.11;0.0264
MICEXINDEXCF;2008-10-15;TRNFP;10384.33;0.0083
MICEXINDEXCF;2008-10-15;URKA;121.3;0.0563
MICEXINDEXCF;2008-10-15;URSI;0.299;0.0025
MICEXINDEXCF;2008-10-15;VTBR;0.0342;0.0325
MICEXINDEXCF;2008-10-15;VTEL;22.79;0.0014
MICEXINDEXCF;2008-10-16;AFLT;63.21;0.0109
MICEXINDEXCF;2008-10-16;CHMF;107.86;0.0069
MICEXINDEXCF;2008-10-16;GAZP;105.62;0.1327
MICEXINDEXCF;2008-10-16;GMKN;1853.99;0.0475
MICEXINDEXCF;2008-10-16;HYDR;0.406;0.0111
MICEXINDEXCF;2008-10-16;LKOH;858.54;0.142
MICEXINDEXCF;2008-10-16;MAGN;6.143;0.0058
MICEXINDEXCF;2008-10-16;MSNG;0.894;0.0025
MICEXINDEXCF;2008-10-16;MTSI;136.08;0.0288
MICEXINDEXCF;2008-10-16;NLMK;26.03;0.0165
MICEXINDEXCF;2008-10-16;NOTK;85.51;0.0716
MICEXINDEXCF;2008-10-16;OGKC;0.604;0.0016
MICEXINDEXCF;2008-10-16;OGKE;1.345;0.005
MICEXINDEXCF;2008-10-16;PLZL;479.02;0.0232
