INDEXID;DATE;SECID;WAPRICE;WEIGHT
MICEXINDEXCF;2007-07-31;SCOH;660.9;0.0031
MICEXINDEXCF;2007-07-31;SIBN;106.68;0.0075
MICEXINDEXCF;2007-07-31;SNGS;29.186;0.0671
MICEXINDEXCF;2007-07-31;SNGSP;17.521;0.0177
MICEXINDEXCF;2007-07-31;TATN;127.9;0.0269
MICEXINDEXCF;2007-07-31;TRNFP;46903.01;0.0139
MICEXINDEXCF;2007-07-31;URSI;1.516;0.0056
MICEXINDEXCF;2007-07-31;VTEL;131.33;0.003
MICEXINDEXCF;2007-08-01;AFLT;67.78;0.0023
MICEXINDEXCF;2007-08-01;AVAZ;4199.71;0.0032
MICEXINDEXCF;2007-08-01;CHMF;451.96;0.0277
MICEXINDEXCF;2007-08-01;EESR;34.416;0.0716
MICEXINDEXCF;2007-08-01;EESRP;29.998;0.0115
MICEXINDEXCF;2007-08-01;GAZP;269.86;0.1474
MICEXINDEXCF;2007-08-01;GMKN;5553.16;0.0778
MICEXINDEXCF;2007-08-01;IRKT;25.142;0.0022
MICEXINDEXCF;2007-08-01;LKOH;1992.22;0.1464
MICEXINDEXCF;2007-08-01;MMBM;1398.65;0.0057
MICEXINDEXCF;2007-08-01;MSNG;5.776;0.0054
MICEXINDEXCF;2007-08-01;MTSI;259.42;0.0564
MICEXINDEXCF;2007-08-01;NLMK;80.99;0.0098
MICEXINDEXCF;2007-08-01;NOTK;136.75;0.0263
MICEXINDEXCF;2007-08-01;OGKC;4.49;0.0091
MICEXINDEXCF;2007-08-01;OGKE;3.95;0.0043
MICEXINDEXCF;2007-08-01;PLZL;1023.5;0.0183
MICEXINDEXCF;2007-08-01;RBCI;223.03;0.0022
MICEXINDEXCF;2007-08-01;ROSN;207.32;0.0603
MICEXINDEXCF;2007-08-01;RTKM;243;0.018
MICEXINDEXCF;2007-08-01;SBER;101.57;0.1365
MICEXINDEXCF;2007-08-01;SBERP;75.61;0.0127
MICEXINDEXCF;2007-08-01;SCOH;652.63;0.0031
MICEXINDEXCF;2007-08-01;SIBN;104.12;0.0075
MICEXINDEXCF;2007-08-01;SNGS;28.502;0.0671
MICEXINDEXCF;2007-08-01;SNGSP;17.082;0.0177
MICEXINDEXCF;2007-08-01;TATN;124.72;0.0269
MICEXINDEXCF;2007-08-01;TRNFP;46010.23;0.014
MICEXINDEXCF;2007-08-01;URSI;1.486;0.0056
MICEXINDEXCF;2007-08-01;VTEL;128.64;0.003
MICEXINDEXCF;2007-08-02;AFLT;68.4;0.0023
MICEXINDEXCF;2007-08-02;AVAZ;4337.75;0.0033
MICEXINDEXCF;2007-08-02;CHMF;446.05;0.0271
MICEXINDEXCF;2007-08-02;EESR;35.034;0.0721
MICEXINDEXCF;2007-08-02;EESRP;30.896;0.0117
MICEXINDEXCF;2007-08-02;GAZP;273.89;0.1479
MICEXINDEXCF;2007-08-02;GMKN;5585.58;0.0774
MICEXINDEXCF;2007-08-02;IRKT;25.5;0.0022
MICEXINDEXCF;2007-08-02;LKOH;2010.13;0.1461
MICEXINDEXCF;2007-08-02;MMBM;1398.25;0.0056
MICEXINDEXCF;2007-08-02;MSNG;5.887;0.0054
MICEXINDEXCF;2007-08-02;MTSI;264.03;0.0567
MICEXINDEXCF;2007-08-02;NLMK;83.21;0.01
MICEXINDEXCF;2007-08-02;NOTK;136.51;0.026
MICEXINDEXCF;2007-08-02;OGKC;4.453;0.0089
MICEXINDEXCF;2007-08-02;OGKE;3.976;0.0042
MICEXINDEXCF;2007-08-02;PLZL;1077.99;0.0191
MICEXINDEXCF;2007-08-02;RBCI;223.11;0.0021
MICEXINDEXCF;2007-08-02;ROSN;210.44;0.0605
MICEXINDEXCF;2007-08-02;RTKM;244;0.0178
MICEXINDEXCF;2007-08-02;SBER;102.25;0.1359
MICEXINDEXCF;2007-08-02;SBERP;76.1;0.0127
MICEXINDEXCF;2007-08-02;SCOH;664.3;0.0031
MICEXINDEXCF;2007-08-02;SIBN;104.92;0.0075
MICEXINDEXCF;2007-08-02;SNGS;28.851;0.0672
MICEXINDEXCF;2007-08-02;SNGSP;17.25;0.0177
MICEXINDEXCF;2007-08-02;TATN;126.46;0.0269
MICEXINDEXCF;2007-08-02;TRNFP;46198.42;0.0139
MICEXINDEXCF;2007-08-02;URSI;1.503;0.0056
MICEXINDEXCF;2007-08-02;VTEL;129.58;0.003
MICEXINDEXCF;2007-08-03;AFLT;69.1;0.0023
MICEXINDEXCF;2007-08-03;AVAZ;4320.07;0.0032
MICEXINDEXCF;2007-08-03;CHMF;445.13;0.0269
MICEXINDEXCF;2007-08-03;EESR;34.787;0.0715
MICEXINDEXCF;2007-08-03;EESRP;30.882;0.0117
MICEXINDEXCF;2007-08-03;GAZP;277.32;0.1495
MICEXINDEXCF;2007-08-03;GMKN;5522.21;0.0764
MICEXINDEXCF;2007-08-03;IRKT;25.141;0.0022
MICEXINDEXCF;2007-08-03;LKOH;2020.17;0.1465
MICEXINDEXCF;2007-08-03;MMBM;1400;0.0056
MICEXINDEXCF;2007-08-03;MSNG;5.986;0.0055
MICEXINDEXCF;2007-08-03;MTSI;267.47;0.0574
MICEXINDEXCF;2007-08-03;NLMK;84.19;0.0101
MICEXINDEXCF;2007-08-03;NOTK;135.91;0.0258
MICEXINDEXCF;2007-08-03;OGKC;4.421;0.0088
MICEXINDEXCF;2007-08-03;OGKE;4.015;0.0043
MICEXINDEXCF;2007-08-03;PLZL;1125.1;0.0199
MICEXINDEXCF;2007-08-03;RBCI;229.94;0.0022
MICEXINDEXCF;2007-08-03;ROSN;209.75;0.0602
MICEXINDEXCF;2007-08-03;RTKM;244.15;0.0178
MICEXINDEXCF;2007-08-03;SBER;102.2;0.1356
MICEXINDEXCF;2007-08-03;SBERP;75.75;0.0126
MICEXINDEXCF;2007-08-03;SCOH;664.81;0.0031
MICEXINDEXCF;2007-08-03;SIBN;105.07;0.0075
MICEXINDEXCF;2007-08-03;SNGS;28.585;0.0665
MICEXINDEXCF;2007-08-03;SNGSP;17.23;0.0176
MICEXINDEXCF;2007-08-03;TATN;127.19;0.027
MICEXINDEXCF;2007-08-03;TRNFP;45978.24;0.0138
MICEXINDEXCF;2007-08-03;URSI;1.494;0.0056
MICEXINDEXCF;2007-08-03;VTEL;128;0.003
MICEXINDEXCF;2007-08-06;AFLT;70;0.0024
MICEXINDEXCF;2007-08-06;AVAZ;4370.74;0.0033
MICEXINDEXCF;2007-08-06;CHMF;442.16;0.0272
MICEXINDEXCF;2007-08-06;EESR;34.559;0.0721
MICEXINDEXCF;2007-08-06;EESRP;30.647;0.0118
MICEXINDEXCF;2007-08-06;GAZP;271.42;0.1486
MICEXINDEXCF;2007-08-06;GMKN;5441.59;0.0765
MICEXINDEXCF;2007-08-06;IRKT;25.014;0.0022
MICEXINDEXCF;2007-08-06;LKOH;1978.62;0.1457
MICEXINDEXCF;2007-08-06;MMBM;1360.13;0.0055
MICEXINDEXCF;2007-08-06;MSNG;6.124;0.0057
MICEXINDEXCF;2007-08-06;MTSI;261.72;0.057
MICEXINDEXCF;2007-08-06;NLMK;81.41;0.0099
MICEXINDEXCF;2007-08-06;NOTK;133.13;0.0257
MICEXINDEXCF;2007-08-06;OGKC;4.42;0.0089
MICEXINDEXCF;2007-08-06;OGKE;3.988;0.0043
MICEXINDEXCF;2007-08-06;PLZL;1115.92;0.02
MICEXINDEXCF;2007-08-06;RBCI;225.96;0.0022
MICEXINDEXCF;2007-08-06;ROSN;207.64;0.0605
MICEXINDEXCF;2007-08-06;RTKM;243.25;0.018
MICEXINDEXCF;2007-08-06;SBER;100.6;0.1355
MICEXINDEXCF;2007-08-06;SBERP;73.9;0.0125
MICEXINDEXCF;2007-08-06;SCOH;653.39;0.0031
MICEXINDEXCF;2007-08-06;SIBN;103;0.0074
MICEXINDEXCF;2007-08-06;SNGS;28.307;0.0668
MICEXINDEXCF;2007-08-06;SNGSP;16.95;0.0176
MICEXINDEXCF;2007-08-06;TATN;124.88;0.027
MICEXINDEXCF;2007-08-06;TRNFP;45455;0.0138
MICEXINDEXCF;2007-08-06;URSI;1.515;0.0057
MICEXINDEXCF;2007-08-06;VTEL;126.59;0.003
MICEXINDEXCF;2007-08-07;AFLT;71.51;0.0024
MICEXINDEXCF;2007-08-07;AVAZ;4374.69;0.0033
MICEXINDEXCF;2007-08-07;CHMF;432;0.0265
MICEXINDEXCF;2007-08-07;EESR;34.57;0.072
MICEXINDEXCF;2007-08-07;EESRP;30.544;0.0117
MICEXINDEXCF;2007-08-07;GAZP;272.99;0.1492
MICEXINDEXCF;2007-08-07;GMKN;5429.94;0.0762
MICEXINDEXCF;2007-08-07;IRKT;25.023;0.0022
MICEXINDEXCF;2007-08-07;LKOH;1969;0.1448
MICEXINDEXCF;2007-08-07;MMBM;1367.6;0.0056
MICEXINDEXCF;2007-08-07;MSNG;6.1;0.0057
MICEXINDEXCF;2007-08-07;MTSI;263.4;0.0573
MICEXINDEXCF;2007-08-07;NLMK;80.89;0.0098
MICEXINDEXCF;2007-08-07;NOTK;134.5;0.0259
MICEXINDEXCF;2007-08-07;OGKC;4.498;0.0091
MICEXINDEXCF;2007-08-07;OGKE;4.033;0.0043
MICEXINDEXCF;2007-08-07;PLZL;1126.43;0.0202
MICEXINDEXCF;2007-08-07;RBCI;222.99;0.0022
MICEXINDEXCF;2007-08-07;ROSN;208.48;0.0607
MICEXINDEXCF;2007-08-07;RTKM;243.65;0.018
MICEXINDEXCF;2007-08-07;SBER;100.64;0.1353
MICEXINDEXCF;2007-08-07;SBERP;75.18;0.0127
MICEXINDEXCF;2007-08-07;SCOH;651.47;0.0031
MICEXINDEXCF;2007-08-07;SIBN;103.5;0.0075
MICEXINDEXCF;2007-08-07;SNGS;28.466;0.0671
MICEXINDEXCF;2007-08-07;SNGSP;17.047;0.0177
MICEXINDEXCF;2007-08-07;TATN;124.36;0.0268
MICEXINDEXCF;2007-08-07;TRNFP;45840.56;0.0139
MICEXINDEXCF;2007-08-07;URSI;1.549;0.0058
MICEXINDEXCF;2007-08-07;VTEL;129.38;0.0031
MICEXINDEXCF;2007-08-08;AFLT;73.45;0.0024
MICEXINDEXCF;2007-08-08;AVAZ;4400;0.0033
MICEXINDEXCF;2007-08-08;CHMF;437;0.0263
MICEXINDEXCF;2007-08-08;EESR;34.94;0.0714
MICEXINDEXCF;2007-08-08;EESRP;30.778;0.0116
MICEXINDEXCF;2007-08-08;GAZP;280.14;0.1502
MICEXINDEXCF;2007-08-08;GMKN;5499.99;0.0757
MICEXINDEXCF;2007-08-08;IRKT;25.071;0.0021
MICEXINDEXCF;2007-08-08;LKOH;2017.52;0.1455
MICEXINDEXCF;2007-08-08;MMBM;1370.38;0.0055
MICEXINDEXCF;2007-08-08;MSNG;6.107;0.0056
MICEXINDEXCF;2007-08-08;MTSI;267.99;0.0572
MICEXINDEXCF;2007-08-08;NLMK;81.61;0.0097
MICEXINDEXCF;2007-08-08;NOTK;136.81;0.0258
MICEXINDEXCF;2007-08-08;OGKC;4.428;0.0088
MICEXINDEXCF;2007-08-08;OGKE;4.035;0.0043
MICEXINDEXCF;2007-08-08;PLZL;1134.92;0.0199
MICEXINDEXCF;2007-08-08;RBCI;223.94;0.0021
MICEXINDEXCF;2007-08-08;ROSN;211.84;0.0605
MICEXINDEXCF;2007-08-08;RTKM;248.95;0.0181
MICEXINDEXCF;2007-08-08;SBER;102.85;0.1356
MICEXINDEXCF;2007-08-08;SBERP;76.49;0.0126
MICEXINDEXCF;2007-08-08;SCOH;662.77;0.0031
MICEXINDEXCF;2007-08-08;SIBN;105.01;0.0074
MICEXINDEXCF;2007-08-08;SNGS;29.378;0.0679
MICEXINDEXCF;2007-08-08;SNGSP;17.409;0.0177
MICEXINDEXCF;2007-08-08;TATN;128;0.0271
MICEXINDEXCF;2007-08-08;TRNFP;46464.87;0.0138
MICEXINDEXCF;2007-08-08;URSI;1.575;0.0058
MICEXINDEXCF;2007-08-08;VTEL;130.54;0.003
MICEXINDEXCF;2007-08-09;AFLT;70.31;0.0023
MICEXINDEXCF;2007-08-09;AVAZ;4364.27;0.0033
MICEXINDEXCF;2007-08-09;CHMF;417.01;0.0252
MICEXINDEXCF;2007-08-09;EESR;34.37;0.0706
MICEXINDEXCF;2007-08-09;EESRP;30.32;0.0115
MICEXINDEXCF;2007-08-09;GAZP;271.9;0.1513
MICEXINDEXCF;2007-08-09;GMKN;5314.97;0.0735
MICEXINDEXCF;2007-08-09;IRKT;24.51;0.0021
MICEXINDEXCF;2007-08-09;LKOH;1967.61;0.1511
MICEXINDEXCF;2007-08-09;MMBM;1353.36;0.0054
MICEXINDEXCF;2007-08-09;MSNG;5.9;0.0054
MICEXINDEXCF;2007-08-09;MTSI;260.35;0.0558
MICEXINDEXCF;2007-08-09;NLMK;78.33;0.0094
MICEXINDEXCF;2007-08-09;NOTK;133.03;0.0253
MICEXINDEXCF;2007-08-09;OGKC;4.217;0.0135
MICEXINDEXCF;2007-08-09;OGKE;4.039;0.0043
MICEXINDEXCF;2007-08-09;PLZL;1065;0.0188
MICEXINDEXCF;2007-08-09;RBCI;220;0.0021
MICEXINDEXCF;2007-08-09;ROSN;207.73;0.0596
MICEXINDEXCF;2007-08-09;RTKM;242.67;0.0177
MICEXINDEXCF;2007-08-09;SBER;99.57;0.1366
MICEXINDEXCF;2007-08-09;SBERP;73.98;0.0127
MICEXINDEXCF;2007-08-09;SCOH;641.63;0.003
MICEXINDEXCF;2007-08-09;SIBN;102.26;0.0073
MICEXINDEXCF;2007-08-09;SNGS;28.61;0.0665
MICEXINDEXCF;2007-08-09;SNGSP;16.968;0.0173
MICEXINDEXCF;2007-08-09;TATN;123.96;0.0263
MICEXINDEXCF;2007-08-09;TRNFP;45182.63;0.0135
MICEXINDEXCF;2007-08-09;URSI;1.502;0.0056
MICEXINDEXCF;2007-08-09;VTEL;128.6;0.003
MICEXINDEXCF;2007-08-10;AFLT;70.32;0.0024
MICEXINDEXCF;2007-08-10;AVAZ;4307.25;0.0033
MICEXINDEXCF;2007-08-10;CHMF;405;0.025
MICEXINDEXCF;2007-08-10;EESR;34.072;0.0713
MICEXINDEXCF;2007-08-10;EESRP;30.375;0.0117
MICEXINDEXCF;2007-08-10;GAZP;266.09;0.1509
MICEXINDEXCF;2007-08-10;GMKN;5185.92;0.0731
MICEXINDEXCF;2007-08-10;IRKT;24.372;0.0021
MICEXINDEXCF;2007-08-10;LKOH;1912.88;0.1497
MICEXINDEXCF;2007-08-10;MMBM;1301.79;0.0053
MICEXINDEXCF;2007-08-10;MSNG;5.877;0.0055
MICEXINDEXCF;2007-08-10;MTSI;258.5;0.0565
MICEXINDEXCF;2007-08-10;NLMK;76.08;0.0093
MICEXINDEXCF;2007-08-10;NOTK;130.67;0.0253
MICEXINDEXCF;2007-08-10;OGKC;4.104;0.0134
MICEXINDEXCF;2007-08-10;OGKE;3.97;0.0043
MICEXINDEXCF;2007-08-10;PLZL;1026.68;0.0185
MICEXINDEXCF;2007-08-10;RBCI;217.94;0.0021
MICEXINDEXCF;2007-08-10;ROSN;205.71;0.0602
MICEXINDEXCF;2007-08-10;RTKM;244.18;0.0182
MICEXINDEXCF;2007-08-10;SBER;95.51;0.1336
MICEXINDEXCF;2007-08-10;SBERP;71.15;0.0125
MICEXINDEXCF;2007-08-10;SCOH;641.55;0.0031
MICEXINDEXCF;2007-08-10;SIBN;99.37;0.0072
MICEXINDEXCF;2007-08-10;SNGS;29.143;0.0691
MICEXINDEXCF;2007-08-10;SNGSP;17.024;0.0177
MICEXINDEXCF;2007-08-10;TATN;122.43;0.0265
MICEXINDEXCF;2007-08-10;TRNFP;43792.34;0.0134
MICEXINDEXCF;2007-08-10;URSI;1.489;0.0056
MICEXINDEXCF;2007-08-10;VTEL;129.55;0.0031
MICEXINDEXCF;2007-08-13;AFLT;71.98;0.0024
MICEXINDEXCF;2007-08-13;AVAZ;4300.34;0.0032
MICEXINDEXCF;2007-08-13;CHMF;405.61;0.0245
MICEXINDEXCF;2007-08-13;EESR;34.614;0.0709
MICEXINDEXCF;2007-08-13;EESRP;30.599;0.0116
MICEXINDEXCF;2007-08-13;GAZP;270.89;0.1504
MICEXINDEXCF;2007-08-13;GMKN;5299.79;0.0732
MICEXINDEXCF;2007-08-13;IRKT;24.495;0.0021
MICEXINDEXCF;2007-08-13;LKOH;1969.85;0.1509
MICEXINDEXCF;2007-08-13;MMBM;1351.65;0.0054
MICEXINDEXCF;2007-08-13;MSNG;5.959;0.0055
MICEXINDEXCF;2007-08-13;MTSI;261.5;0.056
MICEXINDEXCF;2007-08-13;NLMK;76.55;0.0092
MICEXINDEXCF;2007-08-13;NOTK;134.96;0.0256
MICEXINDEXCF;2007-08-13;OGKC;3.958;0.0127
MICEXINDEXCF;2007-08-13;OGKE;3.979;0.0042
MICEXINDEXCF;2007-08-13;PLZL;1056.78;0.0186
MICEXINDEXCF;2007-08-13;RBCI;218.9;0.0021
MICEXINDEXCF;2007-08-13;ROSN;210.88;0.0604
MICEXINDEXCF;2007-08-13;RTKM;247.46;0.018
MICEXINDEXCF;2007-08-13;SBER;97.39;0.1333
MICEXINDEXCF;2007-08-13;SBERP;72.44;0.0124
MICEXINDEXCF;2007-08-13;SCOH;649.79;0.003
MICEXINDEXCF;2007-08-13;SIBN;100.41;0.0071
MICEXINDEXCF;2007-08-13;SNGS;30.441;0.0706
MICEXINDEXCF;2007-08-13;SNGSP;17.5;0.0178
MICEXINDEXCF;2007-08-13;TATN;125.97;0.0267
MICEXINDEXCF;2007-08-13;TRNFP;44998.24;0.0135
MICEXINDEXCF;2007-08-13;URSI;1.516;0.0056
MICEXINDEXCF;2007-08-13;VTEL;129.08;0.003
MICEXINDEXCF;2007-08-14;AFLT;72.31;0.0024
MICEXINDEXCF;2007-08-14;AVAZ;4311.27;0.0032
MICEXINDEXCF;2007-08-14;CHMF;406.05;0.0246
MICEXINDEXCF;2007-08-14;EESR;34.284;0.0704
MICEXINDEXCF;2007-08-14;EESRP;30.373;0.0115
MICEXINDEXCF;2007-08-14;GAZP;269.01;0.1496
MICEXINDEXCF;2007-08-14;GMKN;5392.92;0.0746
MICEXINDEXCF;2007-08-14;IRKT;24.744;0.0021
MICEXINDEXCF;2007-08-14;LKOH;1958.17;0.1503
MICEXINDEXCF;2007-08-14;MMBM;1337.12;0.0054
MICEXINDEXCF;2007-08-14;MSNG;5.979;0.0055
MICEXINDEXCF;2007-08-14;MTSI;261.02;0.056
MICEXINDEXCF;2007-08-14;NLMK;76.37;0.0092
MICEXINDEXCF;2007-08-14;NOTK;133.13;0.0253
MICEXINDEXCF;2007-08-14;OGKC;3.963;0.0127
MICEXINDEXCF;2007-08-14;OGKE;3.962;0.0042
MICEXINDEXCF;2007-08-14;PLZL;1078.4;0.019
MICEXINDEXCF;2007-08-14;RBCI;220.62;0.0021
MICEXINDEXCF;2007-08-14;ROSN;208.96;0.06
MICEXINDEXCF;2007-08-14;RTKM;247.45;0.018
MICEXINDEXCF;2007-08-14;SBER;96.88;0.1329
MICEXINDEXCF;2007-08-14;SBERP;71.9;0.0124
MICEXINDEXCF;2007-08-14;SCOH;651.94;0.0031
MICEXINDEXCF;2007-08-14;SIBN;99;0.007
MICEXINDEXCF;2007-08-14;SNGS;30.985;0.072
MICEXINDEXCF;2007-08-14;SNGSP;17.313;0.0177
MICEXINDEXCF;2007-08-14;TATN;127.12;0.027
MICEXINDEXCF;2007-08-14;TRNFP;44251.26;0.0133
MICEXINDEXCF;2007-08-14;URSI;1.497;0.0056
MICEXINDEXCF;2007-08-14;VTEL;128.99;0.003
MICEXINDEXCF;2007-08-15;AFLT;70.51;0.0024
MICEXINDEXCF;2007-08-15;AVAZ;4253.64;0.0033
MICEXINDEXCF;2007-08-15;CHMF;392.53;0.0243
MICEXINDEXCF;2007-08-15;EESR;33.89;0.0712
MICEXINDEXCF;2007-08-15;EESRP;30.059;0.0117
MICEXINDEXCF;2007-08-15;GAZP;263.78;0.1501
MICEXINDEXCF;2007-08-15;GMKN;5275.28;0.0746
MICEXINDEXCF;2007-08-15;IRKT;24.24;0.0021
MICEXINDEXCF;2007-08-15;LKOH;1910.87;0.1501
MICEXINDEXCF;2007-08-15;MMBM;1308.47;0.0054
MICEXINDEXCF;2007-08-15;MSNG;5.881;0.0055
MICEXINDEXCF;2007-08-15;MTSI;256.38;0.0562
MICEXINDEXCF;2007-08-15;NLMK;74.99;0.0092
MICEXINDEXCF;2007-08-15;NOTK;129.44;0.0251
MICEXINDEXCF;2007-08-15;OGKC;3.701;0.0121
MICEXINDEXCF;2007-08-15;OGKE;3.841;0.0042
MICEXINDEXCF;2007-08-15;PLZL;1034.6;0.0187
MICEXINDEXCF;2007-08-15;RBCI;216;0.0021
MICEXINDEXCF;2007-08-15;ROSN;206.2;0.0605
MICEXINDEXCF;2007-08-15;RTKM;243.37;0.0182
MICEXINDEXCF;2007-08-15;SBER;94.49;0.1326
MICEXINDEXCF;2007-08-15;SBERP;69.4;0.0122
MICEXINDEXCF;2007-08-15;SCOH;648.5;0.0031
MICEXINDEXCF;2007-08-15;SIBN;97.39;0.0071
MICEXINDEXCF;2007-08-15;SNGS;30.117;0.0716
MICEXINDEXCF;2007-08-15;SNGSP;17.02;0.0178
MICEXINDEXCF;2007-08-15;TATN;123.58;0.0269
MICEXINDEXCF;2007-08-15;TRNFP;42997.6;0.0132
MICEXINDEXCF;2007-08-15;URSI;1.472;0.0056
MICEXINDEXCF;2007-08-15;VTEL;128.95;0.0031
MICEXINDEXCF;2007-08-16;AFLT;69.18;0.0024
MICEXINDEXCF;2007-08-16;AVAZ;4170.89;0.0033
MICEXINDEXCF;2007-08-16;CHMF;377.01;0.0239
MICEXINDEXCF;2007-08-16;EESR;33.368;0.0719
MICEXINDEXCF;2007-08-16;EESRP;29.939;0.0119
MICEXINDEXCF;2007-08-16;GAZP;259;0.1511
MICEXINDEXCF;2007-08-16;GMKN;5112.51;0.0741
MICEXINDEXCF;2007-08-16;IRKT;23.919;0.0021
MICEXINDEXCF;2007-08-16;LKOH;1863.4;0.15
MICEXINDEXCF;2007-08-16;MMBM;1285.04;0.0054
MICEXINDEXCF;2007-08-16;MSNG;5.965;0.0057
MICEXINDEXCF;2007-08-16;MTSI;246.75;0.0555
MICEXINDEXCF;2007-08-16;NLMK;73.7;0.0093
MICEXINDEXCF;2007-08-16;NOTK;128;0.0255
MICEXINDEXCF;2007-08-16;OGKC;3.638;0.0122
MICEXINDEXCF;2007-08-16;OGKE;3.775;0.0042
MICEXINDEXCF;2007-08-16;PLZL;1023.98;0.0189
MICEXINDEXCF;2007-08-16;RBCI;214.89;0.0022
MICEXINDEXCF;2007-08-16;ROSN;202.87;0.0611
MICEXINDEXCF;2007-08-16;RTKM;240.15;0.0184
MICEXINDEXCF;2007-08-16;SBER;90.5;0.1302
MICEXINDEXCF;2007-08-16;SBERP;67.38;0.0121
MICEXINDEXCF;2007-08-16;SCOH;642.04;0.0032
MICEXINDEXCF;2007-08-16;SIBN;93.53;0.007
MICEXINDEXCF;2007-08-16;SNGS;29.454;0.0718
MICEXINDEXCF;2007-08-16;SNGSP;16.601;0.0178
MICEXINDEXCF;2007-08-16;TATN;121.6;0.0271
MICEXINDEXCF;2007-08-16;TRNFP;41129.64;0.0129
MICEXINDEXCF;2007-08-16;URSI;1.48;0.0058
MICEXINDEXCF;2007-08-16;VTEL;126.14;0.0031
MICEXINDEXCF;2007-08-17;AFLT;68.92;0.0024
MICEXINDEXCF;2007-08-17;AVAZ;4200;0.0032
MICEXINDEXCF;2007-08-17;CHMF;391.46;0.0243
MICEXINDEXCF;2007-08-17;EESR;33.487;0.0704
MICEXINDEXCF;2007-08-17;EESRP;29.875;0.0116
MICEXINDEXCF;2007-08-17;GAZP;263.81;0.1503
MICEXINDEXCF;2007-08-17;GMKN;5183.87;0.0734
MICEXINDEXCF;2007-08-17;IRKT;24.007;0.0021
MICEXINDEXCF;2007-08-17;LKOH;1901.68;0.1495
MICEXINDEXCF;2007-08-17;MMBM;1314.11;0.0054
MICEXINDEXCF;2007-08-17;MSNG;5.9;0.0056
MICEXINDEXCF;2007-08-17;MTSI;250.04;0.0549
MICEXINDEXCF;2007-08-17;NLMK;77.19;0.0095
MICEXINDEXCF;2007-08-17;NOTK;131.63;0.0256
MICEXINDEXCF;2007-08-17;OGKC;3.59;0.0118
MICEXINDEXCF;2007-08-17;OGKE;3.719;0.004
MICEXINDEXCF;2007-08-17;PLZL;1041.59;0.0188
MICEXINDEXCF;2007-08-17;RBCI;210.98;0.0021
MICEXINDEXCF;2007-08-17;ROSN;207.21;0.0609
MICEXINDEXCF;2007-08-17;RTKM;250.32;0.0187
MICEXINDEXCF;2007-08-17;SBER;94.77;0.1331
MICEXINDEXCF;2007-08-17;SBERP;69.85;0.0123
MICEXINDEXCF;2007-08-17;SCOH;641.36;0.0031
MICEXINDEXCF;2007-08-17;SIBN;94.64;0.0069
MICEXINDEXCF;2007-08-17;SNGS;30.816;0.0733
MICEXINDEXCF;2007-08-17;SNGSP;17.003;0.0178
MICEXINDEXCF;2007-08-17;TATN;127.12;0.0277
MICEXINDEXCF;2007-08-17;TRNFP;41482.24;0.0127
MICEXINDEXCF;2007-08-17;URSI;1.49;0.0057
MICEXINDEXCF;2007-08-17;VTEL;127.3;0.003
MICEXINDEXCF;2007-08-20;AFLT;69.37;0.0024
MICEXINDEXCF;2007-08-20;AVAZ;4223.72;0.0033
MICEXINDEXCF;2007-08-20;CHMF;386.06;0.0242
MICEXINDEXCF;2007-08-20;EESR;33.159;0.0704
MICEXINDEXCF;2007-08-20;EESRP;29.766;0.0117
MICEXINDEXCF;2007-08-20;GAZP;261.37;0.1504
MICEXINDEXCF;2007-08-20;GMKN;5170.99;0.074
MICEXINDEXCF;2007-08-20;IRKT;23.868;0.0021
MICEXINDEXCF;2007-08-20;LKOH;1886;0.1497
MICEXINDEXCF;2007-08-20;MMBM;1316.22;0.0054
MICEXINDEXCF;2007-08-20;MSNG;5.9;0.0056
MICEXINDEXCF;2007-08-20;MTSI;250.72;0.0556
MICEXINDEXCF;2007-08-20;NLMK;75.79;0.0094
MICEXINDEXCF;2007-08-20;NOTK;128.57;0.0252
MICEXINDEXCF;2007-08-20;OGKC;3.598;0.0119
MICEXINDEXCF;2007-08-20;OGKE;3.655;0.004
MICEXINDEXCF;2007-08-20;PLZL;1029.74;0.0188
MICEXINDEXCF;2007-08-20;RBCI;209.02;0.0021
MICEXINDEXCF;2007-08-20;ROSN;205.97;0.0611
MICEXINDEXCF;2007-08-20;RTKM;249.4;0.0188
MICEXINDEXCF;2007-08-20;SBER;93.11;0.132
MICEXINDEXCF;2007-08-20;SBERP;69.25;0.0123
MICEXINDEXCF;2007-08-20;SCOH;645.17;0.0031
MICEXINDEXCF;2007-08-20;SIBN;94.61;0.007
MICEXINDEXCF;2007-08-20;SNGS;30.349;0.0729
MICEXINDEXCF;2007-08-20;SNGSP;16.851;0.0178
MICEXINDEXCF;2007-08-20;TATN;124.13;0.0273
MICEXINDEXCF;2007-08-20;TRNFP;41048.49;0.0127
MICEXINDEXCF;2007-08-20;URSI;1.475;0.0057
MICEXINDEXCF;2007-08-20;VTEL;128.93;0.0031
MICEXINDEXCF;2007-08-21;AFLT;69.27;0.0024
MICEXINDEXCF;2007-08-21;AVAZ;4162.3;0.0033
MICEXINDEXCF;2007-08-21;CHMF;382.17;0.0241
MICEXINDEXCF;2007-08-21;EESR;32.988;0.0707
MICEXINDEXCF;2007-08-21;EESRP;29.583;0.0117
MICEXINDEXCF;2007-08-21;GAZP;258.95;0.1504
MICEXINDEXCF;2007-08-21;GMKN;5199.99;0.0751
MICEXINDEXCF;2007-08-21;IRKT;24.001;0.0021
